id,label
2917,0.006710
10018,0.009648
11440,0.000251
10638,0.001420
3045,0.970555
6525,0.983223
4735,0.044537
10978,0.045080
9580,0.002711
6633,0.014497
332,0.930604
12216,0.022570
11857,0.001024
8347,0.985900
10091,0.005617
2853,0.000415
716,0.808037
9418,0.012095
2971,0.999931
11994,0.007136
11837,0.122374
12028,0.983211
11291,0.000598
670,0.911181
11197,0.006524
10869,0.976292
8655,0.188193
4709,0.545470
11584,0.987417
7873,0.992121
7616,0.999778
12363,0.016440
11582,0.000031
4537,0.993062
4179,0.083904
2921,0.116452
10922,0.003480
5251,0.998547
10366,0.997376
1468,0.999949
7643,0.957005
6504,0.532013
9428,0.989284
6055,0.993698
5988,0.962338
10142,0.753013
693,0.675000
9385,0.000271
782,0.700389
4316,0.987558
7602,0.005494
8767,0.996884
10724,0.997064
12101,0.042719
9311,0.620425
2961,0.219557
770,0.991721
2325,0.980201
2109,0.999235
9491,0.003407
8415,0.998238
11562,0.994981
4636,0.756703
3842,0.021789
5219,0.027669
415,0.968947
10845,0.982510
12169,0.001855
10012,0.058666
8567,0.020465
8421,0.008297
808,0.823690
4297,0.910022
1012,0.369676
8282,0.021701
1559,0.001508
7143,0.995594
797,0.753726
12034,0.001950
6208,0.997726
10208,0.999848
1182,0.999425
933,0.014500
3548,0.003464
4902,0.995861
473,0.897419
1962,0.982258
5781,0.086125
1154,0.953963
3720,0.027651
10000,0.971871
5102,0.000196
4962,0.993569
9747,0.998508
6840,0.999852
12203,0.315620
11273,0.993137
5791,0.001998
4018,0.000390
2751,0.993442
7005,0.016693
1515,0.203831
9096,0.038939
5467,0.998374
2669,0.006985
12487,0.999448
5851,0.000426
2773,0.028734
11685,0.019518
3314,0.999968
4147,0.008524
4016,0.013179
6652,0.999972
7458,0.981813
12260,0.933995
8534,0.985605
3705,0.000078
11779,0.002750
1750,0.012536
7565,0.005763
7488,0.006464
1848,0.976500
8757,0.001378
9781,0.046698
12327,0.063297
6228,0.044719
11357,0.978201
11355,0.001371
372,0.000252
5980,0.057466
4955,0.995996
5967,0.063225
4790,0.996680
881,0.029178
25,0.094227
12023,0.975742
6086,0.998856
5194,0.995862
10352,0.996504
2885,0.830307
4376,0.004607
6274,0.000179
2333,0.999673
5018,0.068976
7022,0.092013
478,0.000441
8983,0.999538
1353,1.000000
6813,0.980084
12249,0.999999
5765,0.995719
7063,0.000706
5478,0.998019
7258,0.019304
2253,0.988749
1663,0.010212
2054,0.932909
5417,0.016836
7071,0.004175
9878,0.000349
5399,0.996781
6330,0.001361
12391,0.904572
8167,0.011545
7398,0.955250
4799,0.998682
1460,0.245041
11628,0.989075
1510,0.298427
1369,0.206663
307,0.941711
6816,0.990032
5413,0.999998
3497,0.999742
1199,0.007205
2721,0.998068
3592,0.937406
10209,0.999699
11915,0.999927
4933,0.078746
1771,0.033724
7222,0.204214
7299,0.001172
6064,0.988481
1176,0.000395
12073,0.913685
2377,0.001529
4128,0.000150
9867,0.999969
11999,0.997630
11908,0.278435
8589,0.991282
8265,0.038497
7041,0.000660
2133,0.001388
413,0.999991
11307,0.944265
11531,0.000490
2422,0.978071
5066,0.893670
4784,0.979783
8959,0.884063
11632,0.010520
7547,0.998854
5274,0.992947
10997,0.000596
1264,0.001498
2616,0.993141
3522,0.982360
2713,0.348661
7852,0.005054
926,0.004946
2312,0.000400
3317,0.985048
6517,0.950944
858,0.955716
9195,0.000028
7131,0.982746
1464,0.016529
7633,0.001671
6146,0.001334
9522,0.001110
5485,0.999428
3752,0.955749
5986,0.014762
8082,0.999998
8098,0.983501
10941,0.006780
4320,0.100209
1817,0.994909
1761,0.999354
11107,0.357483
5857,0.139299
2055,0.999468
3765,0.999929
1161,0.213126
9231,0.994549
7415,0.990708
2072,0.001160
6704,0.987708
2061,0.944850
2447,0.999125
3925,0.979539
7758,1.000000
11700,0.000470
7449,0.992457
1033,0.302443
564,0.001704
1072,0.891167
4661,0.001077
4869,0.000010
11917,0.860582
1818,0.002923
235,0.998040
4801,0.975294
2662,0.022334
7356,0.004996
1544,0.924842
11990,0.999874
6895,0.945205
4072,0.999910
2254,0.934001
12208,0.999885
5794,0.996289
3557,0.993643
3550,0.415552
5963,0.002862
9556,0.842954
1095,0.973472
6116,0.978820
8080,0.848031
1598,0.633196
11152,0.999996
10095,0.000556
2390,0.003570
5081,0.999994
11104,0.997612
1959,0.007584
10169,0.984997
1765,0.012461
12456,0.723314
1046,0.034821
5526,0.973604
3029,0.910935
2082,0.404971
828,0.999170
12010,0.960816
5101,0.994055
9138,0.999772
8052,0.000176
1714,0.556155
8492,0.001915
11716,0.941052
928,0.012890
7944,0.020016
5003,0.999129
8396,0.999717
8139,0.999918
6371,0.000573
5326,0.515932
2743,0.975099
7675,0.002053
2338,0.000207
8176,0.006500
3214,0.019505
5801,0.744163
6730,0.000743
11179,0.210403
6658,0.102033
6971,0.019551
11300,0.990834
6381,0.016959
10582,0.001134
9941,0.999736
12273,0.706324
8824,0.003091
1102,0.001351
3166,0.930258
6990,0.000217
9112,0.048222
9678,0.999811
10544,0.141863
11693,0.007084
849,0.047676
6429,0.999681
10592,0.002385
12356,0.000881
518,0.952399
2920,0.003884
11542,0.847392
11727,0.001822
641,0.391324
7583,0.041356
9093,0.906891
5446,0.999927
8411,0.999774
7814,0.966964
3197,0.013719
1937,0.998955
11714,0.435133
6496,0.012710
3625,0.697451
7221,0.014774
4887,0.782876
8455,0.896085
3323,0.999703
12258,0.163626
8755,0.930524
9826,0.266921
5087,0.092220
7836,0.980958
11367,0.000409
1555,0.004146
10009,0.003652
7435,0.998364
6144,0.155613
4722,0.000886
7537,0.974198
12087,0.965962
12285,0.000712
1099,0.006442
7931,0.009966
8615,0.998362
2587,0.005432
7148,0.992712
1653,0.989616
7432,0.007889
8109,0.000598
6463,0.277354
979,0.968100
8809,0.996736
8448,0.975966
6416,0.000094
11550,0.999691
7493,0.997481
1931,0.180146
4345,0.000233
10647,0.001160
8464,0.853247
9628,0.017742
8344,0.996421
5337,0.999697
8762,0.996910
12172,0.999595
2191,0.000506
5886,0.999498
12437,0.942173
10470,0.004149
8683,0.982294
9472,0.960205
7224,0.000733
831,0.001424
5202,0.000140
7133,0.978515
4155,0.995378
8060,0.373254
9824,0.023962
11236,0.009591
8737,0.041166
8784,0.987835
1034,0.987095
10451,0.000846
9616,0.595652
5181,0.016671
9145,0.001276
4488,0.216022
3960,0.940108
5519,0.977084
450,0.999815
9256,0.000109
11896,0.012468
6227,0.011545
3115,0.916856
8658,0.022987
2020,0.010941
5296,0.000762
9787,0.010349
3134,0.995850
12373,0.000028
12483,0.000232
8027,0.999516
1191,0.997029
6812,0.000870
12449,0.002440
4629,0.001183
4943,0.001054
11992,0.227523
9562,0.001010
9544,0.505872
10482,0.022382
3450,0.056134
8892,0.986268
6849,0.953347
10200,0.001276
7635,0.030202
7090,0.224841
10603,0.056803
3216,0.969682
3983,0.000756
12168,0.015278
7498,0.011783
9725,0.000898
10354,0.883670
77,0.990573
2635,0.999663
8939,0.999566
11337,0.571659
4040,0.999679
4203,0.996761
10712,0.999980
6241,0.979546
9654,0.333994
4478,0.100004
9925,0.979236
5970,0.992841
2705,0.001136
5912,0.010153
2288,0.005152
9218,0.962378
3397,0.008695
9177,0.910228
5572,0.993499
1851,0.999510
7610,0.002860
5245,0.000394
8400,0.003430
6444,0.344355
8652,0.015615
6901,0.912094
2992,0.996617
886,0.002358
8432,0.000879
4470,0.009883
5728,0.000786
3721,0.009040
548,0.999831
6179,0.001501
10707,0.999993
2541,0.999248
443,0.890147
9768,0.942061
4550,0.007916
9671,0.999927
8348,0.002404
803,0.023081
6221,0.999208
2106,0.000882
5153,0.037648
9590,0.032641
6943,0.000681
11540,0.006687
5313,0.946966
4199,0.993946
3435,0.988456
9905,0.009988
2029,0.002343
7260,0.957155
12000,0.047181
3991,0.001368
3389,0.001654
7180,0.996447
5111,0.999723
3322,0.139201
9293,0.049858
11962,0.010141
6798,0.001038
11615,0.002993
10793,0.095985
10378,0.003397
7028,0.000089
6423,0.000064
3861,0.004803
11221,0.021867
309,0.001336
10238,0.866129
8326,0.967756
2407,0.000705
7834,0.938883
10423,0.001523
6803,0.999916
11712,0.001949
2833,0.994556
8256,0.999208
7223,0.707648
6301,0.961239
2256,0.512976
8471,0.000287
3141,0.991022
1679,0.006271
2739,0.996092
8924,0.999954
11305,0.986263
9210,0.001827
5260,0.014035
7278,0.057119
11692,0.000114
12192,0.999625
8728,0.961039
3005,0.165924
750,0.996868
7253,0.022703
11013,0.967552
5041,0.722846
7734,0.922622
11523,0.003658
7085,0.647505
10348,0.368946
10258,0.998108
3330,0.000971
4868,0.023339
10367,0.793489
8433,0.958285
2368,0.999958
11631,0.022553
2586,0.004896
10857,0.999491
2770,0.995697
8079,0.351792
12268,0.999954
1,0.989332
10601,0.729259
10789,0.011166
8157,0.999521
171,0.007250
5231,0.996050
5030,0.314016
8687,0.042635
11717,0.495490
2911,0.999576
11906,0.999026
5786,0.000327
6085,0.666236
8031,0.991284
7017,0.994232
4170,0.999006
12134,0.664681
260,0.025759
4740,0.007720
11082,0.006358
7261,0.999931
395,0.801642
9280,0.982307
7351,0.120858
10415,0.961364
9574,0.016545
3624,0.002524
2430,0.974975
7869,1.000000
5684,0.371555
8605,0.000585
8591,0.008303
1664,0.000088
444,0.110051
761,0.969264
60,0.007765
8748,0.000532
9029,0.222962
3449,0.000014
7536,0.999300
9811,0.002323
2255,0.990966
5837,0.000714
6680,0.004844
6123,0.976617
5285,0.001860
10460,0.006518
9250,0.022011
9106,0.980489
8173,0.064201
8572,0.640081
10873,0.000435
439,0.945362
4877,0.000300
6356,0.312705
5995,0.998648
7528,0.999528
11750,0.000505
8823,0.993693
184,0.020702
11844,0.984583
6906,0.999805
2671,0.979387
6911,0.969474
9794,0.000326
550,0.008003
2429,0.093996
7922,0.999881
12454,0.947780
11809,0.999992
449,0.000961
6777,0.019818
939,0.957989
5305,0.951766
6603,0.000447
5824,0.912817
10906,0.029232
2569,0.996554
11776,0.990878
3577,0.005307
5569,0.767003
7647,0.983595
7431,0.999985
149,0.000362
10701,0.989697
9054,0.976054
9087,0.310134
1167,0.870187
1265,0.002750
4252,0.917165
985,0.014431
4870,0.999989
1897,0.014113
6879,0.874449
4030,0.003354
5710,0.000670
6785,0.004172
9575,0.002079
3378,0.983700
6166,0.010264
6226,0.971480
10588,0.994402
226,0.999321
9111,0.996313
53,0.026860
2396,0.038279
7135,0.956112
7859,0.000731
8350,0.990040
11664,0.065284
8704,0.035330
4442,0.025794
9121,0.001978
1306,0.999989
1607,0.000344
5341,0.019264
9917,0.958910
11573,0.000172
7782,0.416972
205,0.000016
237,0.000671
2720,0.979248
2620,0.000596
7347,0.986620
4241,0.025786
4469,0.937480
9030,0.917893
8765,0.009961
11422,0.994047
8067,0.970250
4515,0.987189
3575,0.024272
9617,0.003202
5060,0.989987
4236,0.009011
11901,0.908462
8938,0.958085
11557,0.000019
9536,0.117456
1345,0.008860
2013,0.042868
2658,0.000168
11097,0.940415
9077,0.031177
3050,0.952399
1086,0.999227
11795,0.994237
8610,0.999951
3743,0.999779
5916,0.999995
12229,0.996678
9639,0.986716
4485,0.000249
6498,0.001319
10645,1.000000
8472,0.078420
9650,0.259136
11815,0.971988
10989,0.004266
3,0.997306
4702,0.301386
7200,0.984595
9585,0.024365
7776,0.950562
10351,0.000712
12165,0.998076
7604,0.002156
7738,0.998562
11233,0.011148
9158,0.772072
7858,0.008627
10260,0.103337
10112,0.001487
8444,0.998694
5826,0.829665
5242,0.999899
11146,0.834742
2351,0.987531
3210,0.900118
266,0.002250
8160,0.995845
4125,0.973873
10570,0.248951
6349,0.979546
2549,0.000916
11921,0.997888
130,0.815244
11297,0.971973
11342,0.009182
414,0.000696
6432,0.993168
11761,0.999386
6057,0.373111
5636,0.002320
1776,0.996966
3211,0.004120
8684,0.001904
9452,0.032740
5319,0.012389
7531,0.994649
2848,0.001600
8956,0.164769
8185,0.955927
9271,0.069500
9730,0.085946
12289,0.721644
11657,0.069666
392,0.012192
7632,0.000276
11346,0.999053
11012,0.992760
2453,0.000183
4977,0.024497
1700,0.001200
11580,0.804669
4783,0.987895
4771,0.978337
588,0.045988
10280,0.923572
6720,0.996527
4739,0.013470
6934,0.989031
7000,0.996826
2522,0.046463
4999,0.999953
2215,0.999926
5695,0.379477
3319,0.129785
8818,0.996951
8113,0.999964
11949,0.052695
9007,0.257515
6011,0.002980
7677,0.004448
8856,0.052683
4119,0.000212
2624,0.970412
6743,0.065312
1952,0.050982
5739,0.999125
6799,0.999946
1027,0.002635
11383,0.999653
12074,0.987423
4468,0.990628
1728,0.963313
10342,0.999980
6788,0.000016
6333,0.000487
9312,0.996735
54,0.000998
1322,0.007479
8772,0.331026
965,0.005630
6682,0.010902
646,0.009356
12084,0.005565
6035,0.004237
10649,0.008177
1902,0.569913
4854,0.999975
574,0.990564
11415,0.054198
2614,0.903038
5532,0.999741
7546,0.984077
6229,0.987192
9928,0.001991
7724,0.000594
4813,0.001546
5377,0.997880
9719,0.002495
8402,0.007508
8205,0.990165
5611,0.006036
2867,0.999129
5705,0.732545
8689,0.044230
5961,0.009257
6881,0.000954
7161,0.871923
2037,0.484485
2737,0.983345
6462,0.997048
11570,0.107393
943,0.073894
10644,0.997968
9221,0.000990
9944,0.999770
9069,0.804347
9697,0.005012
11245,0.003929
295,0.004987
6739,0.003633
248,0.004432
7612,0.994987
5584,0.989279
8857,0.982667
10657,0.158882
11437,0.965939
10623,0.001088
9144,0.889544
697,0.008461
393,0.016505
6253,0.999869
7115,0.065398
5767,0.000474
12352,0.981495
8431,0.000301
11510,0.999137
4148,0.010153
4901,0.847498
3834,0.003042
10294,0.000096
2331,0.006206
7250,0.013344
4448,0.170008
4249,0.001172
8190,0.864162
10483,0.091607
2282,0.004468
793,0.949011
6365,0.995227
280,0.000667
2376,0.999997
4616,0.970181
89,0.002235
12317,0.005378
5438,0.999685
3908,0.960059
9855,0.005594
12152,0.000246
2798,0.972454
3395,0.999668
7418,0.170048
12141,0.663004
10464,0.999879
4969,0.997456
1577,0.901837
2592,0.005357
4975,0.001926
10900,0.999839
4698,0.912286
4268,0.970404
7098,0.499022
2230,0.932095
8645,0.922345
12364,0.965531
6589,0.997053
3653,0.998907
10786,0.000480
8382,0.996273
11414,0.164763
12498,0.996597
4096,0.011241
7460,0.016725
9621,0.000561
8450,0.010916
6243,0.001776
6386,0.002533
976,0.009564
11775,0.995707
3884,0.999992
11114,0.996450
711,0.026157
4812,0.857222
8854,0.008201
1589,0.015345
2825,0.033883
682,0.002287
7040,0.043272
6916,0.947378
8346,0.976016
7397,0.004584
8293,0.085979
7467,0.994872
6142,0.999996
9863,0.007853
10388,0.007715
6755,0.000625
3964,0.006937
950,0.540776
4824,0.941474
5534,0.999966
8194,0.971088
9487,0.019585
2544,0.995498
9810,0.000577
598,0.187028
4657,0.004978
9736,0.274721
5461,0.003348
8594,0.169847
9988,0.996694
8288,0.993321
4527,0.018094
2816,0.015641
3814,0.956002
2598,0.604862
4752,0.086416
5865,0.000123
10651,0.994255
4906,0.003492
12179,0.998082
4026,0.980939
10212,0.005473
5345,0.001140
10772,0.237583
9375,0.999628
10796,0.018548
6665,0.999843
11512,0.876864
1287,0.238021
9480,0.999584
6138,0.014639
2433,0.129590
10801,0.972420
10312,0.000117
8108,0.996132
10852,0.134416
3953,0.022677
1197,0.999856
10834,0.013250
6385,0.999887
3371,0.009329
11548,0.831390
6787,0.676893
5039,0.022367
8225,0.006286
9062,0.999988
4401,0.947625
1104,0.007801
1529,0.966688
9260,0.997037
1177,0.006914
10674,0.999595
9695,0.997576
6450,1.000000
10006,0.005639
3406,0.013465
4106,0.002343
10783,0.066571
1837,0.894805
8284,0.473040
9634,0.895524
110,0.997007
3807,0.999887
8715,0.995121
4463,0.013583
193,0.028591
3820,0.999759
4525,0.000303
2910,0.997382
3712,0.011841
4853,0.002205
10542,0.140273
7068,0.999390
783,0.990009
8719,0.999937
9949,0.670306
5435,0.598956
616,0.960059
593,0.988482
95,0.996004
6068,0.011191
10819,0.011144
9659,0.999979
9718,0.003993
2756,1.000000
1093,0.811858
3020,0.291377
3448,0.003291
11682,0.003390
4897,0.942797
9581,0.014376
6256,0.003442
6866,0.997525
10600,0.991512
5196,0.002841
2767,0.999279
5086,0.080213
9465,0.917319
5599,0.000821
3272,0.835849
489,0.746599
10401,0.128945
7756,0.998812
5975,0.998199
11210,0.953805
4301,0.028113
8746,0.991186
7317,0.011570
5070,0.995887
5922,0.992679
819,0.996581
3245,0.753976
10041,0.997126
1242,1.000000
3794,0.985618
6899,0.999844
2466,0.939943
3644,0.002778
521,0.945094
7917,0.017423
1803,0.994755
2467,0.999573
9391,0.001774
3340,0.999696
9327,0.070709
8803,0.010499
8003,0.991570
6507,0.960050
10128,0.399513
11711,0.287043
10977,0.013798
8629,0.990480
9288,0.004659
4264,0.960392
1534,0.008692
8123,0.990357
9600,0.204157
940,0.999999
11309,0.974429
7991,0.000635
2755,0.990399
447,0.000240
8923,0.120476
10682,0.072721
1085,0.271010
5270,0.001265
4053,0.995237
2380,0.001530
10780,0.020778
1134,0.029576
6963,0.985627
8404,0.002780
7499,0.934211
3133,0.992848
7830,0.726874
3381,0.082390
5825,0.950794
5688,0.986505
7680,0.976871
2534,0.000721
4261,0.963557
11621,0.000617
11137,0.137244
2406,0.988768
11972,0.942164
4313,0.015892
3553,0.076029
6328,0.067136
10648,0.978232
778,0.040060
5143,0.478756
145,0.188836
9877,0.003413
6670,0.991240
6464,0.999497
435,0.999983
3355,0.766717
7181,0.942358
3741,0.999328
4145,0.995750
8731,0.404076
5261,0.001145
2206,0.007725
8343,0.999490
4406,0.937827
10687,0.003903
785,0.014616
7150,0.027025
1018,0.990783
1740,0.004393
6860,0.001265
9664,0.978479
9851,0.971787
11175,0.987645
1582,0.006493
11129,0.000119
5919,0.998430
8733,0.941446
12081,0.007965
1044,0.180471
11863,0.913529
43,0.999995
476,0.001111
10395,0.984543
8217,0.377084
471,0.000438
4730,0.860856
7641,0.997184
8533,0.005626
7303,0.004961
11696,0.972977
4466,0.977251
11946,0.988946
10198,0.012715
5107,0.993220
8359,0.000934
5913,0.009332
2627,0.999937
9535,0.955112
10613,0.005323
6267,0.011947
4486,0.025649
1283,0.998379
3976,0.003588
10677,0.003525
3434,0.999997
3490,0.999980
5291,0.984386
4544,0.005959
5436,0.992958
3874,0.999986
8681,0.010881
8428,0.120726
493,0.002021
7163,0.027428
1828,0.634135
3149,0.999895
7116,0.996354
10292,0.004185
6354,0.868520
9735,0.001208
11075,0.001121
9307,0.086467
8468,0.007513
4130,0.999928
10126,0.000525
5089,0.973260
9091,0.008763
2403,0.956364
11009,0.081025
12482,0.049185
1411,0.985834
11442,0.998206
12070,0.002942
902,0.035841
1223,0.627656
11301,0.006110
9163,0.000782
6636,0.990348
6545,0.999955
2753,0.139392
1977,0.920505
846,0.998150
7883,0.000293
8381,0.003379
6312,0.542898
11987,0.987373
1119,0.000193
11926,0.964780
9399,0.000039
4556,0.000906
2405,0.028101
7013,0.995726
7503,0.983112
7122,0.000957
3965,0.946194
5484,0.932992
1637,0.968544
2209,0.997187
7742,0.002352
10141,0.998408
8437,0.004698
8795,0.123099
6875,0.750434
2156,0.412059
11352,0.980220
245,0.989536
11022,0.001066
6738,0.999256
8868,0.958504
4546,0.971441
257,0.952768
2118,0.015128
1186,0.997577
1030,0.000314
10275,0.902399
2668,0.005586
9039,0.601209
7442,0.004099
5920,0.001105
1410,0.003638
2999,0.000973
10734,0.036037
8000,0.480844
10897,0.267533
9873,0.999981
1832,0.991807
12353,0.125780
1978,0.013870
7986,0.974326
10500,0.999951
4421,0.999927
1749,0.030410
187,0.001695
7694,0.994722
5563,0.038247
633,0.999441
4693,0.995062
8612,0.985620
11905,0.002145
4384,0.002961
1924,0.014064
7740,0.002338
10520,0.974601
1618,0.007583
5713,0.005351
2172,0.098808
4834,0.992690
8340,0.046837
1069,0.049184
2196,0.999999
2404,0.968116
7539,0.009860
3063,0.000297
6972,0.998602
3758,0.997801
11132,0.880103
2576,0.010594
210,0.000037
457,0.924947
2539,0.910058
12095,0.039334
5834,0.928556
4820,0.999747
5906,0.005556
6903,0.008438
1646,0.005375
8245,0.024734
3576,0.000497
8101,0.951073
938,0.000938
7771,0.003725
2224,0.011190
1580,0.947298
10271,0.987968
2318,0.042153
8873,0.060241
6341,0.968466
10893,0.000253
6653,0.998997
6723,0.000229
988,0.080583
2908,0.012514
11758,0.999937
7551,0.999997
6575,0.001299
1843,0.616676
1866,0.999051
8649,0.000756
6201,0.997826
8883,0.999884
4850,0.999887
11278,0.969855
3722,0.781357
8529,0.000732
11261,0.997022
4945,0.031174
8226,0.013735
2003,0.010654
4682,0.010189
1166,0.994811
7623,0.688159
7015,0.000588
1785,0.002994
200,0.983044
2807,0.009918
1912,0.975693
1236,0.976947
3945,0.993809
9799,0.964447
3158,0.000499
11513,0.990845
11679,0.009800
7989,0.235065
2341,0.000793
7549,0.001309
6115,0.002836
12376,0.837457
11472,0.999813
8925,0.322808
5428,0.986979
12485,0.000884
6509,0.004689
7924,0.001655
5953,0.003164
1615,0.001796
4529,0.001348
5391,0.998924
1917,0.986537
5807,0.999932
6560,0.792242
1300,0.000493
851,0.920348
4464,0.999959
4844,0.008217
5119,0.002074
10589,0.004214
4913,0.991566
3217,0.966691
1929,0.001990
9637,0.999151
10841,0.005278
3919,0.999754
5531,0.908618
11194,0.813382
6010,0.946617
5873,0.996491
6627,0.945876
8714,0.001014
3509,0.997062
6199,0.999784
2235,0.001097
5931,0.999579
10691,0.006445
3358,0.954001
4760,0.070694
9481,0.991487
9157,0.143106
8932,0.001571
11732,0.999894
11861,0.981850
1178,0.002130
10158,0.004571
5278,0.964394
8982,0.999326
9176,0.014341
11436,0.644497
5645,0.001699
4307,0.990146
4269,0.000590
6859,0.994406
544,0.117270
6297,0.000928
577,0.132430
204,0.999342
7754,0.001042
9994,0.004071
8070,0.996135
8736,0.999365
9674,0.999995
10134,0.467850
2457,0.999964
79,0.978777
2738,0.998538
10815,0.843854
9389,0.533577
10808,0.860533
10594,0.997746
3388,0.002005
4685,0.991881
9236,0.004654
4222,0.043026
11341,0.991417
2893,0.008026
6022,0.987889
10191,0.013735
300,0.002790
6331,0.985423
4051,0.003313
3924,0.959816
706,0.975178
2531,0.000623
1493,0.998677
11044,0.983788
1325,0.026136
5639,0.666965
5783,0.291422
1616,0.130443
4144,0.954830
6925,0.004809
8249,0.993126
4354,0.952283
12296,0.001384
6942,0.007085
8516,0.993577
12039,0.969455
10555,0.000038
12163,0.966630
6926,0.980971
6483,0.004775
8635,0.979464
10833,0.067331
2446,0.010379
6910,0.832098
2251,0.017056
6621,0.949597
4037,0.011796
1031,0.011578
6403,0.003226
6846,0.983733
11242,0.997135
6806,0.999978
1945,0.002774
5268,0.744886
3416,0.664562
10261,0.999427
1127,0.001246
11180,0.987285
9232,0.004989
464,0.009981
5317,0.997851
11684,0.461703
11644,0.006138
5971,0.954509
8202,0.901822
4240,0.844363
8692,0.001978
2940,0.978955
8943,0.000735
3801,0.999999
4921,0.009482
6725,0.987125
7034,0.069964
4898,0.829226
927,0.000068
8985,0.999003
4318,0.000440
4216,0.990352
9774,0.997512
1684,0.996188
7762,0.011084
7332,0.973007
47,0.000746
9310,0.999999
11189,0.995611
8989,0.001851
5109,0.008747
7226,0.993708
2529,0.157379
4959,0.973085
4158,0.003213
6005,0.016055
1202,0.029795
10823,0.054577
8110,0.961003
243,0.001252
3694,0.029436
5545,0.016629
7820,0.976860
4814,0.999838
6375,0.411052
11835,0.960333
3709,0.557048
9390,0.002030
3324,0.079145
5932,0.000062
317,0.989562
7717,0.901428
441,0.009547
4337,0.000131
9579,0.077390
1212,0.005888
143,0.997118
7363,0.001207
2667,0.047611
2516,0.071275
4426,0.998477
4829,0.019288
6721,0.997626
12058,0.027517
779,0.999972
813,0.034684
6300,0.001181
989,0.641667
3569,0.997120
11287,0.004742
1268,0.074907
11482,0.579767
6215,0.923461
9150,0.000552
11963,0.993819
6940,0.002641
2746,0.034263
10328,0.001556
4680,0.983454
3076,0.966510
3119,0.982643
2810,0.000000
4058,0.030584
4915,0.984693
11321,0.999771
983,0.988711
10068,0.000636
11578,0.001113
7760,0.936068
7501,0.007238
2823,0.000188
10123,0.617481
6998,0.000374
1285,0.000368
10122,0.022007
12403,0.998585
7513,0.002146
10662,0.989755
10011,0.999268
12474,0.002259
9125,0.013396
8599,0.455273
4872,0.993320
5715,0.991189
12032,0.027113
3209,0.996549
4272,0.961064
11400,0.989779
8438,0.999916
106,0.976418
7939,0.929395
6003,0.021156
11365,0.001994
1528,0.001221
1876,0.992892
8718,0.004965
9320,0.003103
3665,0.159982
2365,0.975797
11406,0.999207
12242,0.001164
6767,0.377443
10562,0.995727
1542,0.989632
5416,0.021553
3044,0.997367
9646,0.992874
877,0.002572
4543,0.996433
347,0.004075
2271,0.994994
6645,0.009568
5938,0.961113
7911,0.841604
1384,0.868077
11257,0.001907
424,0.999819
5117,0.976120
2488,0.011225
3621,0.995840
1280,0.997843
3019,0.999300
602,0.003945
4044,0.999062
3375,0.996447
9681,0.974849
8138,0.115978
1583,0.402856
1745,0.164496
1371,0.365424
8303,0.985805
11507,0.618184
3365,0.931743
8482,0.010173
7125,0.000449
4234,0.613315
9620,0.055393
504,0.003564
8711,0.003473
5306,0.999613
12108,0.492442
738,0.999953
225,0.973392
11651,0.956322
2540,0.173943
11058,0.127238
496,0.982964
517,0.999989
9789,0.985359
11476,0.013614
11636,0.003653
7146,0.006523
1372,0.997818
11678,0.056645
773,0.843722
10568,0.931294
946,0.992301
483,0.976103
3844,0.962767
4587,0.000182
11502,0.694284
10921,0.724118
9445,0.985834
3043,0.260580
11666,0.035598
9294,0.947452
5232,0.291395
2364,0.000104
8913,0.999317
5051,0.002967
6831,0.991321
1567,0.000908
11195,0.999158
2895,0.999955
3942,0.999953
4010,0.002522
4986,0.999436
2945,0.997302
4258,0.999998
5907,0.004167
7484,0.999951
6941,0.859983
2417,0.325701
3970,0.436297
11677,0.992998
984,0.992023
6672,0.992144
10048,0.996469
3443,0.003913
3566,0.006104
7625,0.999896
8053,0.000818
339,0.003808
1261,0.997785
3929,0.999825
561,0.000816
2347,0.849951
1953,0.005734
9673,0.209294
7025,0.005587
5015,0.999981
4538,0.057819
7648,0.999818
7792,0.008301
1016,0.892483
6304,0.031908
9259,0.993546
7394,0.028148
8368,0.013223
4703,0.118126
4514,0.167862
10660,0.001458
4571,0.828618
11556,0.003280
1516,0.993161
431,0.999998
346,0.958829
4388,0.997689
11729,0.998011
11810,0.819896
10524,0.995545
9631,0.486831
4665,0.999935
12147,0.895526
10799,0.005288
7097,0.999550
8075,0.430513
9715,0.068408
10467,0.000467
2310,0.998604
1938,0.979429
5203,0.868066
6264,0.999973
2272,0.995505
6684,0.292901
1137,0.026390
5011,0.858071
11423,0.973696
500,0.026580
8308,0.361359
10681,0.000035
180,0.003988
6308,0.002004
3540,0.001978
5516,0.576695
8750,0.000598
6372,0.003496
658,0.997431
915,0.850640
1071,0.015850
10946,0.999793
2575,0.905546
601,0.929326
5,0.001782
7993,0.819881
4563,0.011327
8365,0.015027
9345,0.980006
9080,0.994178
1575,1.000000
9421,0.992985
6067,0.934031
5911,0.997632
5430,0.007807
8452,0.004618
12096,0.997732
5164,0.838639
2402,0.485742
3642,0.591859
2019,0.001468
6447,0.998089
6093,0.982207
1039,0.000430
5005,0.002765
11376,0.001576
10688,0.993334
11206,0.003384
6608,0.993576
9415,0.965631
4069,0.993850
6037,0.001482
6968,0.002332
10509,0.938003
6214,0.999550
12423,0.003561
3105,0.952941
348,0.992004
8945,0.015788
1456,0.013251
